DATE,GAC,NOC,SHC,UOC,DTC,IVC,PPC,PRC,NEC,AWC,GAF,NOF,SHF,UOF,DTF,IVF,PPF,PRF,NEF,AWF,CEF
Jan-23,-5.0,-7.6,10.4,-18.3,-3.9,1.3,24.5,31.4,7.7,0.2,10.1,6.6,14.9,-3.3,-13.5,-4.5,28.8,21.7,1.4,-6.5,10.1
Feb-23,-19.9,-12.8,5.5,-16.5,-11.6,12.7,26.0,16.9,5.6,-5.7,2.5,7.8,5.1,-13.4,-21.2,-1.6,23.8,21.3,10.5,-2.8,7.5
Mar-23,-21.9,-30.6,-24.0,-20.1,-22.9,-9.5,25.3,11.8,-4.9,-19.2,-8.9,4.0,7.2,-14.0,-23.9,-12.4,28.9,8.6,9.3,7.4,-5.3
Apr-23,-33.4,-23.5,-10.0,-13.3,-20.1,-15.5,10.5,1.2,1.5,-5.4,-2.8,7.1,12.5,-14.9,-28.1,-7.7,21.6,13.3,7.2,-0.2,-6.3
May-23,-10.0,-4.5,-3.3,1.2,-12.6,4.6,14.1,-1.3,-4.8,-5.6,-11.5,-3.7,1.6,-11.8,-31.7,-8.1,29.2,25.1,11.6,-2.0,0.9
Jun-23,-13.9,-9.1,12.4,-20.3,-14.6,-2.7,13.7,5.6,-0.3,-9.7,9.9,15.0,28.3,-8.9,-10.8,-16.4,23.9,19.0,10.5,1.4,11.3
Jul-23,-14.5,-15.7,-12.2,-13.9,-16.3,-1.0,14.3,18.6,-2.8,-3.9,17.9,31.6,31.6,6.5,-2.8,-4.6,31.0,23.9,16.0,13.9,7.6
Aug-23,10.6,8.6,3.0,-9.0,-9.5,-7.5,20.2,12.7,-4.5,1.5,8.6,21.9,19.4,4.5,-11.5,-3.2,50.6,37.6,11.0,7.2,-1.3
Sep-23,-14.2,-8.8,-0.9,-8.8,-16.8,6.6,19.3,7.9,-6.3,7.5,14.1,27.6,30.5,-1.7,-9.0,-2.8,42.9,35.2,6.7,-0.7,4.8
Oct-23,-15.7,0.4,5.8,-16.4,-24.3,-6.9,18.8,9.0,1.2,-3.2,8.9,19.5,8.3,-7.1,-18.1,3.5,45.4,44.6,6.8,-1.4,-3.3
Nov-23,-6.8,-2.7,-14.7,-10.6,-7.4,-4.2,13.2,8.9,-2.2,-12.0,0.1,12.9,15.1,-6.5,-19.5,0.9,35.5,32.3,3.1,2.2,-1.9
Dec-23,-7.9,-21.4,-7.7,-9.0,-20.3,-5.2,20.8,11.3,-4.1,-2.4,14.5,21.2,19.4,8.0,-9.0,0.8,22.6,25.3,0.8,0.1,-4.2
Jan-24,-4.7,-11.8,-4.1,-19.2,-25.9,-13.9,13.4,13.6,-2.8,-3.2,4.2,13.1,9.5,13.0,-4.2,-3.5,35.3,20.6,2.5,6.6,7.8
Feb-24,2.5,-4.8,7.4,-10.3,-18.7,-3.5,17.8,8.1,-8.9,-2.3,10.8,24.2,25.3,0.8,-6.1,-18.6,41.0,29.9,6.0,8.7,11.4
Mar-24,4.9,4.7,9.4,-3.0,-14.2,4.9,8.4,7.2,-8.0,-1.0,34.9,46.7,40.1,10.8,3.9,10.3,39.7,35.3,7.2,2.4,18.8
Apr-24,7.1,7.6,12.9,-0.6,-9.0,-7.6,23.2,7.5,-8.9,-16.7,30.1,38.8,27.7,11.9,-0.1,0.1,52.1,34.4,12.1,14.9,18.0
May-24,4.8,-3.0,-1.5,-7.2,-2.4,-9.0,20.7,8.8,-6.7,-8.0,27.9,31.9,39.3,24.2,13.4,3.3,35.5,34.0,21.3,14.5,18.9
Jun-24,0.5,0.0,1.9,5.1,-7.7,-6.1,23.8,14.3,-2.5,1.1,14.4,17.8,3.8,11.7,0.3,-23.1,54.4,56.2,17.8,3.2,12.5
Jul-24,12.8,18.4,26.4,9.0,5.2,-10.8,21.2,19.8,13.9,-2.5,34.3,33.0,30.3,8.5,4.1,1.1,57.3,41.4,20.4,16.2,9.9
Aug-24,-3.3,10.5,5.3,1.7,13.2,-4.6,23.7,12.9,-5.2,-2.2,18.4,15.5,15.4,-6.9,-4.1,-9.6,38.6,13.5,8.0,10.2,13.6
Sep-24,0.9,1.0,-8.8,-2.4,-2.9,6.8,29.3,20.0,10.9,-7.9,18.9,27.7,30.9,20.3,0.3,9.6,50.9,36.0,20.3,17.2,23.8
Oct-24,6.0,11.9,6.4,0.4,7.0,0.0,27.3,14.7,-1.7,-11.5,35.4,40.6,43.9,24.5,12.2,4.1,48.9,42.3,27.1,25.6,25.0
Nov-24,-4.4,5.4,1.7,6.8,-1.0,3.2,25.7,11.7,6.3,16.3,53.9,63.2,50.1,26.3,10.5,5.7,62.3,48.1,34.7,18.8,25.7
Dec-24,-10.9,-3.6,1.7,18.3,9.2,-3.8,26.6,5.6,4.8,-3.7,33.8,52.1,48.8,15.3,7.1,18.5,58.3,54.9,32.6,21.0,22.2
Jan-25,44.3,42.9,41.0,24.0,6.8,11.7,31.9,29.7,11.9,20.5,46.3,57.3,60.2,14.5,0.5,20.2,67.3,53.6,40.4,14.9,39.0
Feb-25,18.1,21.9,26.3,1.4,12.4,-0.4,40.5,32.9,5.3,2.9,27.8,33.1,36.5,11.0,-1.2,16.4,58.6,46.1,23.7,11.6,14.0
Mar-25,12.5,8.7,2.0,0.6,4.1,-5.7,48.3,29.8,19.7,8.7,5.6,2.3,11.3,-0.6,3.9,10.0,44.6,39.7,17.3,0.0,13.4
Apr-25,-26.4,-34.2,-9.1,-1.1,-2.6,-0.9,51.0,30.7,0.2,-12.7,6.9,6.6,5.0,11.4,0.2,-0.2,63.1,67.7,-0.6,-1.2,2.0
May-25,-4.0,7.5,-13.0,4.9,-9.2,9.7,59.8,43.6,16.5,2.0,47.2,49.7,51.1,3.3,8.3,5.3,61.6,50.0,23.0,22.2,27.0
Jun-25,-4.0,2.3,8.3,9.3,13.6,3.6,41.4,29.5,-9.8,-1.6,18.3,22.1,27.9,18.9,24.5,3.6,68.9,52.5,24.6,13.4,14.5
Jul-25,15.9,18.4,23.7,5.7,-4.7,-1.3,58.8,34.8,10.3,0.4,21.5,30.0,23.6,18.4,10.4,10.7,75.3,59.4,20.1,12.4,17.1
Aug-25,-0.3,-1.9,4.5,-16.8,-5.4,-6.2,66.8,36.1,5.9,4.7,25.0,39.2,40.3,7.7,4.5,-14.3,68.4,48.5,12.7,4.3,38.4
Sep-25,23.2,12.4,26.1,-6.6,-3.4,15.0,46.8,18.8,5.6,14.9,31.5,42.4,31.0,12.0,0.5,-3.0,69.8,64.8,23.7,22.5,12.5
